Title,Date
"Silvana sin lana: Chivis empieza con el pie izquierdo","04/08/17"
"La Prepago: La prepago: Capítulo 1","04/08/17"
"Silvana sin lana: Manuel y Chivis flechados","03/08/17"
"Silvana sin lana: Chivis en la ruina","03/08/17"
"Silvana sin lana: Stella presiona a Manuel","30/07/17"
"Los 100: Temporada 3: Vigilen los tronos","09/07/17"
"Los 100: Temporada 3: Ustedes, los que entran aquí","09/07/17"
"El experimento de Milgram","23/06/17"
"Un camino a casa","19/06/17"
"Mentes maestras","19/06/17"
"Better Call Saul: Temporada 3: Caída","13/06/17"
"Better Call Saul: Temporada 3: Resbalón","13/06/17"
"Better Call Saul: Temporada 3: Gastos","13/06/17"
"BoJack Horseman: Temporada 1: BoJack enemigo público","29/05/17"
"BoJack Horseman: Temporada 1: BoJack Horseman: Temporada 1: La historia de BoJack, capítulo 1","29/05/17"
"Better Call Saul: Temporada 2: Larga distancia","28/05/17"
"Rick y Morty: Temporada 2: Problemas con mini-Rick","22/05/17"
"Rick y Morty: Temporada 2: Los Ricks deben estar locos","22/05/17"
"Rick y Morty: Temporada 2: Ponte ricoso","22/05/17"
"Rick y Morty: Temporada 2: Rick, vengador del futuro","22/05/17"
"Rick y Morty: Temporada 2: La squanch-boda","22/05/17"
"Rick y Morty: Temporada 1: Es hora de la fiesta","22/05/17"
"Rick y Morty: Temporada 1: Encuentros cercanos a lo Rick","21/05/17"
"Rick y Morty: Temporada 1: Cosas necesarias","21/05/17"
"Rick y Morty: Temporada 1: Televisión interdimensional","21/05/17"
"Humano","11/05/17"
"Sense8: Temporada 2: ¿Quién soy?","10/05/17"
"Sense8: Temporada 2: ¿Quieres guerra?","10/05/17"
"Las chicas del cable: Temporada 1: Capítulo 1: Los sueños","06/05/17"
"Rick y Morty: Temporada 1: Criando un Gazorpazorp","02/05/17"
"Hacker: Amenaza en la red","01/05/17"
"Más allá de los sueños","29/04/17"
"13 Reasons Why: Temporada 1: Casete uno, lado A","20/04/17"
"The Anomaly","20/04/17"
"Cincuenta sombras de Grey","13/04/17"
"The Discovery","13/04/17"
"Rick y Morty: Temporada 1: La poción de Rick","08/04/17"
"Rick y Morty: Temporada 1: Meeseeks destructores","08/04/17"
"Rick y Morty: Temporada 1: La simulación alienígena","08/04/17"
"The Code: Temporada 1: Predecir el futuro","05/04/17"
"The Code: Temporada 1: Los cimientos de la naturaleza","03/04/17"
"Lo and Behold: Ensueños de un mundo conectado","19/03/17"
"Rick y Morty: Temporada 1: Parque anatómico","18/03/17"
"Rick y Morty: Temporada 1: Invasión canina","18/03/17"
"El niño","13/03/17"
"Al mejor postor","13/03/17"
"Ha vuelto","10/03/17"
"The Code: Temporada 1: El número mágico","09/03/17"
"La huésped","06/03/17"
"Trainspotting","28/02/17"
"Ninfomanía - Vol.1","27/02/17"
"Kurt Cobain: Montage of Heck","25/02/17"
"Marley y yo","23/02/17"
"Innsaei","23/02/17"
"Proyecto conejo blanco: Temporada 1: Locos por la velocidad","21/02/17"
"Corazón de León","21/02/17"
"Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry","21/02/17"
"Proyecto conejo blanco: Temporada 1: Inventos adelantados a su época","20/02/17"
"Proyecto conejo blanco: Temporada 1: ¿Dónde está mi hoverboard?","20/02/17"
"Cambio de ruta","18/02/17"
"No Eres Tu, Soy Yo","18/02/17"
"Proyecto conejo blanco: Temporada 1: Tecnología que amamos odiar","18/02/17"
"Proyecto conejo blanco: Temporada 1: Que la fuerza G esté contigo","15/02/17"
"Proyecto conejo blanco: Temporada 1: ¡Atraco!","13/02/17"
"Proyecto conejo blanco: Temporada 1: Artistas de la estafa","13/02/17"
"Proyecto conejo blanco: Temporada 1: Armas de la Segunda Guerra Mundial","10/02/17"
"Daniel Sosa: Sosafado","10/02/17"
"Proyecto conejo blanco: Temporada 1: Fugas increíbles","10/02/17"
"Between: Temporada 1: Se acabó la escuela","08/02/17"
"Ascension: Capítulo uno (Parte 1)","08/02/17"
"Proyecto conejo blanco: Temporada 1: Superpoder tecnológico","08/02/17"
"El hombre que conocía el infinito","01/02/17"
"Merlí: Temporada 1: Nietzsche","01/02/17"
"Merlí: Temporada 1: Hume","31/01/17"
"Merlí: Temporada 1: Los sofistas","30/01/17"
"Merlí: Temporada 1: Los escépticos","30/01/17"
"Merlí: Temporada 1: Epicuro","28/01/17"
"Merlí: Temporada 1: Guy Debord","28/01/17"
"Merlí: Temporada 1: Foucault","28/01/17"
"Merlí: Temporada 1: Schopenhauer","28/01/17"
"Merlí: Temporada 1: Sócrates","27/01/17"
"Merlí: Temporada 1: Aristóteles","27/01/17"
"Merlí: Temporada 1: Maquiavelo","26/01/17"
"Merlí: Temporada 1: Platón","26/01/17"
"Merlí: Temporada 1: Los peripatéticos","26/01/17"
"The Expanse: Temporada 1: Dulcinea","24/01/17"
"3 %: Temporada 1: Capítulo 8: Botón","23/01/17"
"3 %: Temporada 1: Capítulo 7: Cápsula","22/01/17"
"3 %: Temporada 1: Capítulo 6: Vidrio","22/01/17"
"3 %: Temporada 1: Capítulo 5: Agua","22/01/17"
"3 %: Temporada 1: Capítulo 4: Portón","22/01/17"
"3 %: Temporada 1: Capítulo 3: Corredor","20/01/17"
"3 %: Temporada 1: Capítulo 2: Monedas","20/01/17"
"3 %: Temporada 1: Capítulo 1: Cubos","19/01/17"
"The OA: Parte I: Capítulo 7: El imperio de la luz","14/01/17"
"The OA: Parte I: Capítulo 8: El ser invisible","14/01/17"
"The OA: Parte I: Capítulo 6: Caminos que se cruzan","14/01/17"
"The OA: Parte I: Capítulo 5: Paraíso","13/01/17"
"The OA: Parte I: Capítulo 4: Ola","13/01/17"
"The OA: Parte I: Capítulo 3: Campeón","11/01/17"
"The OA: Parte I: Capítulo 2: El nuevo coloso","11/01/17"
"Janis: Little Girl Blue","09/01/17"
"The OA: Parte I: Capítulo 1: Vuelta a casa","09/01/17"
"¿Qué culpa tiene el niño?","07/01/17"
"Sense8: Temporada 2: Feliz Año Nuevo de m**rda","03/01/17"
"Sense8: Temporada 1: Resonancia límbica","02/01/17"
"Hotel Transylvania","31/12/16"
"Damas en guerra","30/12/16"
"Ricardo O'Farrill: Abrazo navideño","30/12/16"
"Hitch: Especialista en seducción","30/12/16"
"Plan B","30/12/16"
"La cruda verdad","29/12/16"
"Carlos Ballarta: El amor es de putos","22/12/16"
"Trascender","22/12/16"
"The Walking Dead: Temporada 1: Los viejos tiempos","21/12/16"
"ARQ","03/12/16"
